"CU_Name","CU_acro","DU_ID","CU_ID","Pop_Name","Pop_ID","Year","EstClass","SpnForTrend_Total","StartYear","UseYear","SpnForTrend_Wild","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild"
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2000,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2001,"RELATIVE ABUNDANCE (TYPE-3)",5,NA,TRUE,5,5,5,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2002,"RELATIVE ABUNDANCE (TYPE-3)",3,NA,TRUE,3,3,3,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2003,"RELATIVE ABUNDANCE (TYPE-3)",2,NA,TRUE,2,2,2,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2004,"RELATIVE ABUNDANCE (TYPE-3)",8,NA,TRUE,8,8,8,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2005,"RELATIVE ABUNDANCE (TYPE-4)",3,NA,TRUE,3,3,3,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2006,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2007,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2008,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2009,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2010,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2011,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2012,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2013,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2014,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2015,"RELATIVE ABUNDANCE (TYPE-4)",2,NA,TRUE,2,2,2,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2016,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2017,"RELATIVE ABUNDANCE (TYPE-3)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2018,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2019,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2021,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE,0,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2022,"RELATIVE ABUNDANCE (TYPE-4)",0,NA,TRUE,0,0,0,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1995,"INFILL",56.5664944961642,1995,TRUE,56.5664944961642,56.5664944961642,56.5664944961642,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1996,"INFILL",39.5100822842024,1995,TRUE,39.5100822842024,39.5100822842024,39.5100822842024,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1997,"INFILL",42.6361596517166,1995,TRUE,42.6361596517166,42.6361596517166,42.6361596517166,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1998,"RELATIVE ABUNDANCE (TYPE-4)",18,1995,TRUE,18,18,18,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1999,"INFILL",26.1226066044039,1995,TRUE,26.1226066044039,26.1226066044039,26.1226066044039,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2000,"RELATIVE ABUNDANCE (TYPE-4)",15,1995,TRUE,15,15,15,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2001,"RELATIVE ABUNDANCE (TYPE-4)",74,1995,TRUE,74,74,74,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2002,"RELATIVE ABUNDANCE (TYPE-4)",126,1995,TRUE,126,126,126,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2003,"RELATIVE ABUNDANCE (TYPE-4)",48,1995,TRUE,48,48,48,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2004,"RELATIVE ABUNDANCE (TYPE-4)",54,1995,TRUE,54,54,54,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2005,"RELATIVE ABUNDANCE (TYPE-4)",17,1995,TRUE,17,17,17,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2006,"RELATIVE ABUNDANCE (TYPE-4)",72,1995,TRUE,72,72,72,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2007,"RELATIVE ABUNDANCE (TYPE-4)",6,1995,TRUE,6,6,6,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2008,"RELATIVE ABUNDANCE (TYPE-4)",6,1995,TRUE,6,6,6,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2009,"RELATIVE ABUNDANCE (TYPE-4)",86,1995,TRUE,86,86,86,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2010,"RELATIVE ABUNDANCE (TYPE-4)",14,1995,TRUE,14,14,14,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2011,"RELATIVE ABUNDANCE (TYPE-4)",11,1995,TRUE,11,11,11,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2012,"RELATIVE ABUNDANCE (TYPE-4)",25,1995,TRUE,25,25,25,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2013,"RELATIVE ABUNDANCE (TYPE-4)",31,1995,TRUE,31,31,31,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2014,"RELATIVE ABUNDANCE (TYPE-4)",28,1995,TRUE,28,28,28,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2015,"RELATIVE ABUNDANCE (TYPE-4)",5,1995,TRUE,5,5,5,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2016,"RELATIVE ABUNDANCE (TYPE-4)",22,1995,TRUE,22,22,22,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2017,"RELATIVE ABUNDANCE (TYPE-4)",2,1995,TRUE,2,2,2,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2018,"RELATIVE ABUNDANCE (TYPE-4)",15,1995,TRUE,15,15,15,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2019,"INFILL",3.71561310144083,1995,TRUE,3.71561310144083,3.71561310144083,3.71561310144083,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2020,"INFILL",25.7019802433047,1995,TRUE,25.7019802433047,25.7019802433047,25.7019802433047,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2021,"RELATIVE ABUNDANCE (TYPE-4)",9,1995,TRUE,9,9,9,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2022,"RELATIVE ABUNDANCE (TYPE-4)",26,1995,TRUE,26,26,26,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,1995,"INFILL",1698.30648859697,NA,TRUE,1698.30648859697,1698.30648859697,1698.30648859697,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,1996,"INFILL",1813.83136378869,NA,TRUE,1813.83136378869,1813.83136378869,1813.83136378869,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,1997,"INFILL",948.586605530561,NA,TRUE,948.586605530561,948.586605530561,948.586605530561,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,1998,"RELATIVE ABUNDANCE (TYPE-4)",1727,NA,TRUE,1727,1727,1727,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,1999,"RELATIVE ABUNDANCE (TYPE-4)",555,NA,TRUE,555,555,555,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2000,"RELATIVE ABUNDANCE (TYPE-4)",1054,NA,TRUE,1054,1054,1054,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2001,"RELATIVE ABUNDANCE (TYPE-4)",625,NA,TRUE,625,625,625,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2002,"RELATIVE ABUNDANCE (TYPE-4)",952,NA,TRUE,952,952,952,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2003,"RELATIVE ABUNDANCE (TYPE-4)",889,NA,TRUE,889,889,889,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2004,"RELATIVE ABUNDANCE (TYPE-4)",1061,NA,TRUE,1061,1061,1061,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2005,"RELATIVE ABUNDANCE (TYPE-4)",465,NA,TRUE,465,465,465,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2006,"RELATIVE ABUNDANCE (TYPE-4)",657,NA,TRUE,657,657,657,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2007,"RELATIVE ABUNDANCE (TYPE-4)",281,NA,TRUE,281,281,281,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2008,"RELATIVE ABUNDANCE (TYPE-4)",205,NA,TRUE,205,205,205,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2009,"RELATIVE ABUNDANCE (TYPE-4)",146,NA,TRUE,146,146,146,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2010,"RELATIVE ABUNDANCE (TYPE-4)",404,NA,TRUE,404,404,404,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2011,"RELATIVE ABUNDANCE (TYPE-4)",323,NA,TRUE,323,323,323,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2012,"RELATIVE ABUNDANCE (TYPE-4)",465,NA,TRUE,465,465,465,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2013,"RELATIVE ABUNDANCE (TYPE-4)",425,NA,TRUE,425,425,425,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2014,"RELATIVE ABUNDANCE (TYPE-4)",791,NA,TRUE,791,791,791,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2015,"RELATIVE ABUNDANCE (TYPE-4)",603,NA,TRUE,603,603,603,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2016,"RELATIVE ABUNDANCE (TYPE-4)",337,NA,TRUE,337,337,337,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2017,"RELATIVE ABUNDANCE (TYPE-4)",149,NA,TRUE,149,149,149,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2018,"RELATIVE ABUNDANCE (TYPE-4)",123,NA,TRUE,123,123,123,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2019,"RELATIVE ABUNDANCE (TYPE-4)",72,NA,TRUE,72,72,72,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2020,"RELATIVE ABUNDANCE (TYPE-4)",234,NA,TRUE,234,234,234,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2021,"RELATIVE ABUNDANCE (TYPE-4)",297,NA,TRUE,297,297,297,NA,NA
"Middle Fraser River_SP_1.3","MFR-spring","DU9","CK-10","SWIFT RIVER",2483,2022,"RELATIVE ABUNDANCE (TYPE-4)",474,NA,TRUE,474,474,474,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,1995,"INFILL",59.4908932174241,1995,TRUE,59.4908932174241,59.4908932174241,59.4908932174241,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,1996,"INFILL",41.5526913434685,1995,TRUE,41.5526913434685,41.5526913434685,41.5526913434685,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,1997,"INFILL",44.8403819899661,1995,TRUE,44.8403819899661,44.8403819899661,44.8403819899661,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,1998,"RELATIVE ABUNDANCE (TYPE-4)",108,1995,TRUE,108,108,108,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,1999,"RELATIVE ABUNDANCE (TYPE-4)",43,1995,TRUE,43,43,43,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,2000,"RELATIVE ABUNDANCE (TYPE-4)",26,1995,TRUE,26,26,26,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,2001,"RELATIVE ABUNDANCE (TYPE-4)",40,1995,TRUE,40,40,40,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,2002,"RELATIVE ABUNDANCE (TYPE-4)",83,1995,TRUE,83,83,83,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,2003,"RELATIVE ABUNDANCE (TYPE-4)",157,1995,TRUE,157,157,157,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,2004,"RELATIVE ABUNDANCE (TYPE-4)",31,1995,TRUE,31,31,31,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,2005,"RELATIVE ABUNDANCE (TYPE-4)",31,1995,TRUE,31,31,31,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","ICE CREEK",3075,2006,"RELATIVE ABUNDANCE (TYPE-4)",3,1995,TRUE,3,3,3,NA,NA
