ReturnYear,ConservationUnit,SubPop,SpawnRDeme,TribDeme,WSP.2014.Data.Use.Categories,Final.Spawner.Estimate,Total.Escapement,Natural.Escapement,Total.Hatchery.Clipped.Escapement.Corrected,Total.Hatchery.Unclipped.Escapement.Corrected,Total.Prefishery.Abundance,prefishery.return.natural,prefishery.return.hatchery.clipped,prefishery.return.hatchery.unclipped,FN.Removals,Classroom.Removals,Fence.Mortalities,AFC.Harvest,Brood.Removed.below.or.at.estimation.site,Brood.Removed.above.estimation.site,BroodYear,Final.Clipped.ER,Smolt.Survival.MU,Final.Smolt.Survival,Average.Fry.Survival.across.CU.Years,Final.Fry.Survival,PeakCountDate,PeakSpawnDate,FinalEstType,EstClass,CompSysSurvey,DataQualClass,AdultPresent,Comments
2000,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,2719,2719,2719,0,0,2819.095055,2819.095055,0,0,0,0,0,0,0,0,1997,0.073626202,0.024551788,0.024551788,6.44E-08,6.44E-08,,,AUC,Type-3: High effort (5 or more surveys)  ,,,,Found raw count info in file.  Seven surveys were conducted btw Oct 24 and Dec 5.  
2001,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,5971,5971,5971,0,0,6427.341227,6427.341227,0,0,0,0,0,0,0,0,1998,0.071,0.031431829,0.031431829,1.73E-07,1.73E-07,,,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,NuSEDs AUC estimate based on a 75% OE and 23 d SL.  Three surveys were conducted in November.  Internal spreadsheet gives an estimate of 7169 based on the same OE and SL as NuSEDs but there is no data attached to it.
2002,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,3817,3817,3817,0,0,4140.811456,4140.811456,0,0,0,0,0,0,0,0,1999,0.0782,0.035753931,0.035753931,2.90E-07,2.90E-07,11/27/2002,11/27/2002,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,AUC estimate based on a 75% OE and 23 d SL.  Four surveys were conducted between Oct  31 and December 11. 
2003,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,4552,4552,4552,0,0,5226.776897,5226.776897,0,0,0,0,0,0,0,0,2000,0.178419425,0.007511514,0.007511514,5.64E-10,5.64E-10,12/1/2003,,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate based on a 75% OE and 23 d SL.  Eight surveys were conducted btw Nov 3 to Dec 22.
2004,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,5872,5872,5872,0,0,6760.303937,6760.303937,0,0,0,0,0,0,0,0,2001,0.193463948,0.008284586,0.008284586,8.35E-10,8.35E-10,11/22/2004,,AUC + PLExp,Type-3: High effort (5 or more surveys)  ,,,,Mike Chamberlain: AUC estimate from floats + a peak live expanded count of fish observed in the spawning  channel.  PL estimate was 2.34 (from N. thompson).  AUC estimate based on a 75% OE and 23 d SL.
2005,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,2269,2269,2269,0,0,2607.746236,2607.746236,0,0,0,0,0,0,0,0,2002,0.1299,0.003460545,0.003460545,2.54E-11,2.54E-11,11/22/2005,,AUC,Type-3: High effort (5 or more surveys)  ,,,,"AUC estimate based on a 75% OE and 23 d SL. Six surveys between Nov 2 and Dec 13. Aerial flight conducted on Dec 13, not sure if a concurant float was done.  Artificial zeros Oct 15, Jan 14. Change in NuSEDS."
2006,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,1605,1605,1605,0,0,1771.718733,1771.718733,0,0,0,0,0,0,0,0,2003,0.115404055,0.000128458,0.000128458,4.82E-17,4.82E-17,,,infill - WSP 2014,Type-7: Infill,,,,"infill based on average of forward calculation of 2006 r/s (2084) and backward calculation of 2009 r/s (1128) using McKinley and Portage data. (Old Comments: AUC based on 75% OE and 23 day SL. Three surveys between Nov 3 and Nov 29. Arificial zeros Oct 14, Jan 14.  Comments from NuSEDs: ""Two boat surveys and one helicopter count were conducted this year. Adverse weather conditions played a large factor in our enumeration attempts this year"". Estimate needs to be changed in NUSEDS.)"
2007,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,2739,2739,2739,0,0,3084.459459,3084.459459,0,0,0,0,0,0,0,0,2004,0.138022837,0.008712469,0.008712469,1.02E-09,1.02E-09,11/19/2007,,AUC,"Type-4: Moderate effort (1-4 surveys), known survey method",,,,HO: AUC estimate of 2535 (includes aerial survey count on Dec 10th) based on 75% OE and 23 d SL plus the Spawning Channel AUC estimate of 203 based on 75% OE and 12 d SL.
2008,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,1138,1138,1138,0,0,1261.640798,1261.640798,0,0,0,0,0,0,0,0,2005,0.098,0.003938333,0.003938333,4.26E-11,4.26E-11,11/19/2008,,AUC,Type-3: High effort (5 or more surveys)  ,,,,"LR: AUC - 75%, 23d, based on 7 floats starting with artificial zero on Sept 25, and ending with an Art. 0 on Jan 15. Spawning channels checked at every survey - no fish observed. Surveys conducted by Tim Pankratz"
2009,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,2308,2308,2308,0,0,2607.909605,2607.909605,0,0,0,0,0,0,0,0,2006,0.249578741,0.009261365,0.009261365,1.30E-09,1.30E-09,11/23/2009,,AUC,Type-3: High effort (5 or more surveys)  ,,,,SL: AUC estimate including spawning channel. Based on 8 floats Oct 19 - Dec 8.  Combined AUC of mainstem and spawning channel.  AUC for mainstem (N=2160) based on a 75% OE and 23 d SL; spawning channel (N=148) based on 100% OE and 12 d SL.
2010,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,2227,2227,2227,0,1.81E-07,2485.749159,2485.749159,0,2.02E-07,0,0,0,0,0,0,2007,0.194758349,0.009333496,0.009333496,1.34E-09,1.34E-09,,,AUC,Type-3: High effort (5 or more surveys)  ,,,,AUC estimate (N=2109) based on a 75% OE and 23 d SL. Five surveys conducted between Oct 25 and Nov 29. Artificial zeros Oct 18 and Dec 20. Spawning channel estimate (N=118) based on 75% and 12 d. Same number of surveys as mainstem. Change in NUSEDS.
2011,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,3189,3189,3189,0,0,3647.072278,3647.072278,0,0,0,0,0,0,0,0,2008,0.24076513,0.013790839,0.013790839,6.41E-09,6.41E-09,,,AUC,Type-3: High effort (5 or more surveys)  ,,,,"HO: AUC mainstem estimate (N=3092) based on a 75% OE and 23 d SL, five surveys conducted from Oct 17 and Nov 14, artificial zeros Oct 10, Dec 14 ; spawning channel estimate (N=97) based on a 75% OE and 12 d survey life. SL: Maximum Likelihood AUC estimate: 2831 +/- 25%."
2012,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,5134,5134,5134,0,0,5781.140914,5781.140914,0,0,0,0,0,0,0,0,2009,0.382094722,0.011269182,0.011269182,2.86E-09,2.86E-09,,,AUC,Type-3: High effort (5 or more surveys)  ,,,,"Mainstem AUC based on a 23 d SL and 75% OE, survey dates Oct 22 to Dec 10, artificial zeros Oct 15 and Dec 31; Spawning channel based on a 75% OE and 12 d SL.   Survey on Nov 6 could not be conducted due to high water.  Unique default expansion factor of 3.0.  Estimate includes Spawning channel AUC of 276 + River AUC of 4858. Note: Two female coho opportunistically observed in Nahatlatch in Jan.  NuSEDs estimate needs to be changed to include spawning channel fish. "
2013,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,5398,5398,5398,0,0,6443.065171,6443.065171,0,0,0,0,0,0,0,0,2010,0.198762864,0.007476806,0.007476806,5.54E-10,5.54E-10,,,AUC,Type-3: High effort (5 or more surveys)  ,,,,"Nahatlatch estimate includes the Spawning Channel AUC and the mainstem AUC.  Mainstem survey dates Oct 15 to Nov 25, artificial zeros Oct 1 to Dec 31, peak count on the last survey. Mainstem AUC based on a 75% OE and 23 d SL; Spawning channel AUC based on a 75% OE and 12 d SL. "
2014,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,1048.117175,1048.117175,1048.117175,0,0,1536.828703,1536.828703,0,0,0,0,0,0,0,0,2011,0.318,0.01130705,0.01130705,2.90E-09,2.90E-09,11/24/2014,11/24/2014,AUC,Type-3: High effort (5 or more surveys)  ,Standardized Area,"8  Moderate effort (2-4 surveys), seasoned crew, standardized method, captured peak spawning period",,AUC estimate based on a 75% OE and 23 d SL.  An adjusted aerial survey was included in the AUC calculation.  The Dec 3 spawner count from aerial survey was adjusted downward by 79% based on the concurrent float and aerial surveys counts conducted on Dec 17th.  No Coho were observed in the spawning channel in 2014.  Four surveys were conducted btw Nov 3 and Dec 17.  Hydrological conditions were similar to spring freshet. Concern that flows may have been scouring to fresh redds.
2015,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,351.6928226,351.6928226,351.6928226,0,0,427.8501492,427.8501492,0,0,0,0,0,0,0,0,2012,0.190536578,0.00727159,0.00727159,4.95E-10,4.95E-10,11/16/2015,12/16/2015,AUC + PCExp,Type-3: High effort (5 or more surveys)  ,Standardized Area,"6  High effort (?5 surveys), seasoned crew, standardized methods, captured spawning period, favourable environmental conditions during spawning period",,AUC estimate (N=347) based on a 75% OE and 23 d SL.  Seven surveys were conducted btw Oct 30 and Dec 16.  Zero counts added to start and end dates.  Expanded peak count estimate (N=5) for the spawning channel was based on a 2.5 small system expansion factor and added to the AUC estimate.
2016,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,1159.606667,1159.606667,1159.606667,0,0,1250.924128,1250.924128,0,0,0,0,0,0,0,0,2013,0.091726324,0.01256652,0.01256652,4.42E-09,4.42E-09,11/23/2016,12/5/2016,AUC,Type-3: High effort (5 or more surveys)  ,Standardized Area,"6  High effort (?5 surveys), seasoned crew, standardized methods, captured spawning period, favourable environmental conditions during spawning period",,Float and aerial survey methods used.  AUC estimate based on a 75% OE and 23 d SL.  Nine surveys were conducted btw Oct 19 and Dec 12; the last two surveys were aerial surveys.  Zero count start and end dates were added.  The Nov 8 survey was removed from the calculation as a result of high flows and poor counting conditions.  An adjustment was made to the aerial surveys spawner counts as per the 2014 Nahatlatch adjustment.  Two surveys were conducted on the spawning channel but no fish were observed; the channel had silted over. 
2017,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,1656.666667,1656.666667,1656.666667,0,0,1834.625323,1834.625323,0,0,0,0,0,0,0,0,2014,0.173,0.010173805,0.010173805,1.90E-09,1.90E-09,11/20/2017,12/11/2017,AUC,Type-3: High effort (5 or more surveys)  ,Standardized Area,"6  High effort (?5 surveys), seasoned crew, standardized methods, captured spawning period, favourable environmental conditions during spawning period",,AUC estimate based on a 75% OE and 23 d SL.  Six surveys were conducted btw Oct 23 and Dec 18.  Zero count start and end dates were added.  Two surveys were not conducted: Nov 6  due to ice; Nov 13 due to heavy rain and wind.  No surveys were conducted on the spawning channel in 2017.  No aerial survey was conducted on Nahatlatch in 2017. 
2018,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,4915.531365,4915.531365,4915.531365,0,0,5800.387115,5800.387115,0,0,0,0,0,0,0,0,2015,0.217,0.014359448,0.014359448,7.53E-09,7.53E-09,11/19/2018,12/3/2018,AUC + PCExp,Type-3: High effort (5 or more surveys)  ,Standardized Area,"6  High effort (?5 surveys), seasoned crew, standardized methods, captured spawning period, favourable environmental conditions during spawning period",,Combined Estimate. AUC estimate based on a 75% OE and 23 d SL.  Ten surveys were conducted btw Oct 22 and Jan 11.  Zero count start and end dates were added.  The Nov 6 survey was removed from the calculation due to poor counting conditions as a result of high water.  An Expanded peak count estimate was also calculated for the Spawning channel based on a 2.94 small system expansion factor.  Only a single survey was conducted on the Spawning channel on Nov 6. Total Estimate=AUC estimate (N=4874) + Expanded PCEst (N=41). The regular survey period was extended in this year due to milder temperatures. Coho were counted into January.
2019,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,3258.927536,3258.927536,3258.927536,0,0,4162.104133,4162.104133,0,0,0,0,0,0,0,0,2016,0.217,0.016394835,0.016394835,1.28E-08,1.28E-08,11/25/2019,11/25/2019,AUC,Type-3: High effort (5 or more surveys),Standardized Area,"6  High effort (?5 surveys), seasoned crew, standardized methods, captured spawning period, favourable environmental conditions during spawning period",,AUC estimate based on a 75% OE and 23 d SL.  Eight surveys were conducted btw Oct 22 and Jan 11.  Zero count start and end dates were added.
2020,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,yellow,5311.249597,5311.249597,5311.249597,0,0,6154.402778,6154.402778,0,0,0,0,0,0,0,0,2017,0.225654792,0.018249814,0.018249814,1.97E-08,1.97E-08,11/16/2020,12/14/2020,AUC,Type-3: High effort (5 or more surveys)  ,Standardized Area,"6  High effort (?5 surveys), seasoned crew, standardized methods, captured spawning period, favourable environmental conditions during spawning period",,Combined estimate. AUC estimate (N=5223) for the mainstem based on a 75% OE and 23 d SL.  Eleven surveys were conducted btw Oct 13 and Dec 21.  Zero count start and end dates were added. Two surveys were removed from the calculation: The Oct 13 survey due to low Stream Visibility and poor environmental conditions; and Nov 9 survey due to poor Water Clarity and environmental conditions. AUC estimate (N=88) for the Spawning Channel based on a 75% OE and 9 d SL. Five surveys were conducted btw Nov 9 and Dec 7. A zero count start date was added. No surveys were removed from the calculation. The total escapement estimate (N=5311) includes the mainstem AUC estimate plus the Spawning Channel AUC estimate. 
2021,Fraser Canyon,Fraser Canyon,Nahatlatch River,Nahatlatch R,green,2372.338164,2372.338164,2372.338164,0,0,2621.368137,2621.368137,0,0,0,0,0,0,0,0,2018,0.095,0.031772019,0.031772019,1.81E-07,1.81E-07,11/1/2021,12/9/2021,AUC,Type-3: High effort (5 or more surveys)  ,Standardized Area,"6  High effort (?5 surveys), seasoned crew, standardized methods, captured spawning period, favourable environmental conditions during spawning period",Present,"Combined estimate. An AUC estimate (N=2099) for the mainstem based on a 75% OE and 23 d SL.  Five surveys were conducted btw Oct 11 and Dec 9.  A zero count start and end date were added. No surveys were removed from the calculation. Surveys scheduled for Nov 15, 22 or 29 were not conducted due to high water. An AUC estimate (N=273) for the Spawning Channel based on a 75% OE and 9 d SL. Three surveys were conducted btw Oct 25 and Nov 8. A zero count start and end date were added. No surveys were removed from the calculation. No surveys of the Spawning Channel were conducted after Nov 8 due to high water. The total escapement estimate (N=2372) includes the mainstem AUC estimate plus the Spawning Channel AUC estimate. "
1975,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1976,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1973,0.68050493,,,,,,,,,,,,
1977,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1974,0.68050493,,,,,,,,,,,,
1978,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,0.68050493,,,,,,,,,,,,
1979,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0.68050493,,,,,,,,,,,,
1980,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,0.68050493,,,,,,,,,,,,
1981,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1978,0.68050493,,,,,,,,,,,,
1982,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1979,0.68050493,0.059001544,0.059001544,2.32E-06,2.32E-06,,,,,,,,
1983,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,0.68050493,0.059001544,0.059001544,2.32E-06,2.32E-06,,,,,,,,
1984,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,411,411,411,0,0,1286,1286,0,0,0,0,0,0,0,0,1981,0.68050493,0.059001544,0.059001544,2.32E-06,2.32E-06,,,infill - WSP 2014,Type-7: Infill,,,,
1985,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,270,270,270,0,0,845,845,0,0,0,0,0,0,0,0,1982,0.68050493,0.059001544,0.059001544,2.32E-06,2.32E-06,,,infill - WSP 2014,Type-7: Infill,,,,
1986,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,287,287,287,0,0,837,837,0,0,0,0,0,0,0,0,1983,0.657142857,0.059001544,0.059001544,2.32E-06,2.32E-06,,,infill - WSP 2014,Type-7: Infill,,,,
1987,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,47,47,47,0,0,101,101,0,0,0,0,0,0,0,0,1984,0.537212208,0.059001544,0.059001544,2.32E-06,0.003278551,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1988,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,403,403,403,0,0,1401,1401,0,0,0,0,0,0,0,0,1985,0.711966326,0.063450769,0.063450769,3.10E-06,0.010569045,,,infill - WSP 2014,Type-7: Infill,,,,
1989,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,428,428,428,0,0,1207,1207,0,0,0,0,0,0,0,0,1986,0.645172124,0.059001544,0.059001544,2.32E-06,0.009184689,,,infill - WSP 2014,Type-7: Infill,,,,
1990,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,186,186,186,0,0,707,707,0,0,0,0,0,0,0,0,1987,0.736550633,0.063263336,0.063263336,3.07E-06,0.009177448,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1991,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,58,58,58,0,0,179,179,0,0,0,0,0,0,0,0,1988,0.677456647,0.065533638,0.065533638,3.53E-06,0.001549732,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1992,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,19,19,19,0,0,100,100,0,0,0,0,0,0,0,0,1989,0.814646111,0.071822887,0.071822887,5.10E-06,0.014909358,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1993,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,48,48,48,0,0,389,389,0,0,0,0,0,0,0,0,1990,0.875512996,0.055504908,0.102348213,2.10E-05,0.005939165,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1994,Lower Thompson,Lower Thompson,Bonaparte River,Bonaparte R,green,78,78,78,0,0,138,138,0,0,3,0,0,0,0,0,1991,0.433333333,0.034433723,0.00749575,6.05E-10,6.05E-10,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
