ReturnYear,ConservationUnit,SubPop,SpawnRDeme,TribDeme,WSP.2014.Data.Use.Categories,Final.Spawner.Estimate,Total.Escapement,Natural.Escapement,Total.Hatchery.Clipped.Escapement.Corrected,Total.Hatchery.Unclipped.Escapement.Corrected,Total.Prefishery.Abundance,prefishery.return.natural,prefishery.return.hatchery.clipped,prefishery.return.hatchery.unclipped,FN.Removals,Classroom.Removals,Fence.Mortalities,AFC.Harvest,Brood.Removed.below.or.at.estimation.site,Brood.Removed.above.estimation.site,BroodYear,Final.Clipped.ER,Smolt.Survival.MU,Final.Smolt.Survival,Average.Fry.Survival.across.CU.Years,Final.Fry.Survival,PeakCountDate,PeakSpawnDate,FinalEstType,EstClass,CompSysSurvey,DataQualClass,AdultPresent,Comments
1975,Middle Fraser,Upper Middle Fraser,Hawks Creek,Hawks Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Hazeltine Cr (Edney),yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Hixon Creek,Hixon Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Horsefly R,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Cottonwood River,John-Boyd Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Little Horsefly R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Cottonwood River,Little Swift R,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Mackin Creek,Mackin Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,McKinley Cr,green,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,McKinley Cr (upr),not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Meldrum Creek,Meldrum Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Chilcotin River,Minton Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Mitchell R,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Moffat Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Narcosli Creek,Narcosli Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,No coho Info
1975,Middle Fraser,Upper Middle Fraser,West Road River (Blackwater),Nataniko R,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,West Road River (Blackwater),Nazko R,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Nechako River,Nechako R,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,Fishermans strike
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Off-set Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Penfold Cr,yellow,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Polly Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Quesnel R,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Cottonwood River,Sovereign Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Summit Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Chilcotin River,Taseko R,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Tisdale Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Narcosli Creek,Twan Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Cottonwood River,Victoria Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Wasko Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Watson Bar Creek,Watson Bar Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,West Road River (Blackwater),West Road R,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Williams Creek,Williams Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper Middle Fraser,Quesnel River,Woodjam Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,Middle Fraser,Upper/Middle Fraser,Infill,Infill,not used,5994.608236,5994.608236,5994.608236,0,0,18762.7566,18762.7566,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,Infill,Type-7: Infill,,,,
1975,North Thompson,Lower North Thompson,Barriere River,Barriere R,green,1243.051042,1243.051042,1243.051042,0,0,3890.673622,3890.673622,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,
1975,North Thompson,Lower North Thompson,Barriere River,Birk Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Lower North Thompson,Darlington Creek,Darlington Cr,yellow,10.81604303,10.81604303,10.81604303,0,0,33.85355218,33.85355218,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Lower North Thompson,Dunn Creek,Dunn Cr,green,1450.226216,1450.226216,1450.226216,0,0,4539.119226,4539.119226,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,
1975,North Thompson,Lower North Thompson,Barriere River,E Barriere R,green,248.6102084,248.6102084,248.6102084,0,0,778.1347245,778.1347245,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1975,North Thompson,Lower North Thompson,Barriere River,Fennell Cr,green,372.9153127,372.9153127,372.9153127,0,0,1167.202087,1167.202087,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1975,North Thompson,Lower North Thompson,Fishtrap Creek,Fishtrap Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Lower North Thompson,Barriere River,Haggard Cr,yellow,29,29,29,0,0,90.76822369,90.76822369,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Lower North Thompson,Barriere River,Harper Cr,yellow,20.30308527,20.30308527,20.30308527,0,0,63.54741329,63.54741329,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Lower North Thompson,Heffley Creek,Heffley Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Lower North Thompson,Jamieson Creek,Jamieson Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Lower North Thompson,Lemieux Creek,Lemieux Cr,green,1657.40139,1657.40139,1657.40139,0,0,5187.56483,5187.56483,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1975,North Thompson,Lower North Thompson,Lindquist Creek,Lindquist Cr,yellow,12,12,12,0,0,37.55926497,37.55926497,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Lower North Thompson,Louis Creek,Louis Cr,green,4972.204169,4972.204169,4972.204169,0,0,15562.69449,15562.69449,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,
1975,North Thompson,Lower North Thompson,Mann Creek,Mann Cr,green,33.14802779,33.14802779,33.14802779,0,0,103.7512966,103.7512966,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1975,North Thompson,Lower North Thompson,Dunn Creek,McTaggart Cr,not used,82.87006948,82.87006948,82.87006948,0,0,259.3782415,259.3782415,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Lower North Thompson,North Thompson River (lower),N Thompson R (lwr),not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Lower North Thompson,Paul Creek,Paul Cr,yellow,19.26670199,19.26670199,19.26670199,0,0,60.30359711,60.30359711,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Lower North Thompson,Peterson Creek,Peterson Cr,yellow,10,10,10,0,0,31.29938748,31.29938748,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Lower North Thompson,Barriere River,Saskum Cr,yellow,29.21992003,29.21992003,29.21992003,0,0,91.45655991,91.45655991,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Lower North Thompson,Barriere River,Vermelin Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Middle North Thompson,Avola Creek,Avola Cr,green,256,256,256,0,0,801.2643194,801.2643194,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Middle North Thompson,North Thompson River (middle),Birch Island Channel,yellow,238,238,238,0,0,744.925422,744.925422,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Middle North Thompson,Brookfield Creek,Brookfield Cr,not used,32.2927192,32.2927192,32.2927192,0,0,101.0742331,101.0742331,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,Infill,Type-7: Infill,,,,
1975,North Thompson,Middle North Thompson,Clearwater River,Clearwater R,not used,1657.40139,1657.40139,1657.40139,0,0,5187.56483,5187.56483,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,Visual Survey
1975,North Thompson,Middle North Thompson,Crossing Creek,Crossing Cr,not used,67.52114015,67.52114015,67.52114015,0,0,211.3370329,211.3370329,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,Infill,Type-7: Infill,,,,
1975,North Thompson,Middle North Thompson,Finn Creek,Finn Cr,green,62.15255211,62.15255211,62.15255211,0,0,194.5336811,194.5336811,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1975,North Thompson,Middle North Thompson,Lyon Creek,Lyon Cr,green,2486.102084,2486.102084,2486.102084,0,0,7781.347245,7781.347245,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1975,North Thompson,Middle North Thompson,Clearwater River,Mahood R,not used,25,25,25,0,0,78.2484687,78.2484687,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,Visual Survey
1975,North Thompson,Middle North Thompson,North Thompson River (middle),N Thompson R (mid),green,6215.255211,6215.255211,6215.255211,0,0,19453.36811,19453.36811,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1975,North Thompson,Middle North Thompson,North Thompson River (middle),Pig Channel,yellow,608,608,608,0,0,1903.002759,1903.002759,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Middle North Thompson,Raft River,Raft R,green,2071.751737,2071.751737,2071.751737,0,0,6484.456037,6484.456037,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1975,North Thompson,Middle North Thompson,Reg Christie Creek,Reg Christie Cr,green,199,199,199,0,0,622.8578108,622.8578108,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Middle North Thompson,Shannon Creek,Shannon Cr,yellow,43,43,43,0,0,134.5873662,134.5873662,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Middle North Thompson,North Thompson River (middle),Slate Channel,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Middle North Thompson,Tumtum Creek,Tumtum Cr,green,24.86102084,24.86102084,24.86102084,0,0,77.81347245,77.81347245,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1975,North Thompson,Middle North Thompson,Wire Cache Creek,Wire Cache Cr,green,326,326,326,0,0,1020.360032,1020.360032,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Upper North Thompson,Albreda River,Albreda R,green,2698,2698,2698,0,0,8444.574742,8444.574742,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Upper North Thompson,Albreda River,Allan Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Upper North Thompson,Blue River,Blue R,green,1035.875868,1035.875868,1035.875868,0,0,3242.228019,3242.228019,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,UNK: Unknown how estimate was generated,,,,Visual Survey
1975,North Thompson,Upper North Thompson,Canvas Creek,Canvas Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Upper North Thompson,Cedar Creek,Cedar Cr,green,175,175,175,0,0,547.7392809,547.7392809,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Upper North Thompson,Chappell Creek,Chappell Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Upper North Thompson,Albreda River,Clemina Cr,not used,0.283402851,0.283402851,0.283402851,0,0,0.887033565,0.887033565,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,Infill,Type-7: Infill,,,,
1975,North Thompson,Upper North Thompson,Cook Creek,Cook Cr,green,436,436,436,0,0,1364.653294,1364.653294,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Upper North Thompson,Albreda River,Dominion Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Upper North Thompson,Albreda River,Dora Cr,not used,1.133611405,1.133611405,1.133611405,0,0,3.54813426,3.54813426,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,Infill,Type-7: Infill,,,,
1975,North Thompson,Upper North Thompson,Goose Creek,Goose Cr,not used,19.57134497,19.57134497,19.57134497,0,0,61.25711097,61.25711097,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,Infill,Type-7: Infill,,,,
1975,North Thompson,Upper North Thompson,Lempriere Creek,Lempriere Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Upper North Thompson,Manteau Creek,Manteau Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Upper North Thompson,Miledge Creek,Miledge Cr,not used,128.0524448,128.0524448,128.0524448,0,0,400.7963086,400.7963086,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Upper North Thompson,Mud River,Mud R,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Upper North Thompson,North Thompson River (upper),N Thompson R (upr),yellow,509.7861862,509.7861862,509.7861862,0,0,1595.599537,1595.599537,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,infill - WSP 2014,Type-7: Infill,,,,
1975,North Thompson,Upper North Thompson,Peddie Creek,Peddie Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
1975,North Thompson,Upper North Thompson,Pyramid Creek,Pyramid Cr,not used,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0.68050493,,,,,,,,,,,,
