"CU_Name","CU_acro","DU_ID","CU_ID","Pop_Name","Pop_ID","Year","EstClass","SpnForTrend_Total","pNOS_Used","SpnForTrend_Wild","StartYear","UseYear","SpnForAbd_Total","SpnForAbd_Wild","Recruits_Total","Recruits_Wild"
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2005,"INFILL",138.834948176339,"1",138.834948176339,NA,TRUE,138.834948176339,138.834948176339,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2006,"RELATIVE ABUNDANCE (TYPE-4)",37,"1",37,NA,TRUE,37,37,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2007,"RELATIVE ABUNDANCE (TYPE-4)",182,"1",182,NA,TRUE,182,182,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2008,"INFILL",96.4829819010698,"1",96.4829819010698,NA,TRUE,96.4829819010698,96.4829819010698,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2009,"INFILL",84.6262703463869,"1",84.6262703463869,NA,TRUE,84.6262703463869,84.6262703463869,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2010,"INFILL",73.3291006386467,"1",73.3291006386467,NA,TRUE,73.3291006386467,73.3291006386467,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2011,"RELATIVE ABUNDANCE (TYPE-4)",704,"1",704,NA,TRUE,704,704,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2012,"RELATIVE ABUNDANCE (TYPE-4)",15,"1",15,NA,TRUE,15,15,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2013,"RELATIVE ABUNDANCE (TYPE-4)",62,"1",62,NA,TRUE,62,62,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2014,"INFILL",88.6327933313349,"1",88.6327933313349,NA,TRUE,88.6327933313349,88.6327933313349,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2015,"RELATIVE ABUNDANCE (TYPE-4)",81,"1",81,NA,TRUE,81,81,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2016,"RELATIVE ABUNDANCE (TYPE-3)",48,"1",48,NA,TRUE,48,48,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2017,"INFILL",125.101139131781,"1",125.101139131781,NA,TRUE,125.101139131781,125.101139131781,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2018,"RELATIVE ABUNDANCE (TYPE-3)",35,"1",35,NA,TRUE,35,35,NA,NA
"West Vancouver Island-South_FA_0.x","SWVI","DU24","CK-31","CLEMENS CREEK",131,2019,"RELATIVE ABUNDANCE (TYPE-3)",25,"1",25,NA,TRUE,25,25,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1980,"OtherSource",18,"0.556551724137931",5.57549678953627,1979,TRUE,18,5.57549678953627,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1981,"OtherSource",83,"0.556551724137931",25.709235196195,1979,TRUE,83,25.709235196195,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1982,"OtherSource",75,"0.556551724137931",23.2312366230678,1979,TRUE,75,23.2312366230678,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1983,"OtherSource",57,"0.556551724137931",17.6557398335315,1979,TRUE,57,17.6557398335315,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1984,"OtherSource",155,"0.556551724137931",48.0112223543401,1979,TRUE,155,48.0112223543401,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1985,"OtherSource",150,"0.556551724137931",46.4624732461355,1979,TRUE,150,46.4624732461355,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1986,"OtherSource",36,"0.556551724137931",11.1509935790725,1979,TRUE,36,11.1509935790725,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1987,"OtherSource",4,"0.556551724137931",1.23899928656361,1979,TRUE,4,1.23899928656361,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1988,"OtherSource",37,"0.556551724137931",11.4607434007134,1979,TRUE,37,11.4607434007134,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1990,"OtherSource",58,"0.556551724137931",17.9654896551724,1979,TRUE,58,17.9654896551724,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1991,"OtherSource",88,"0.556551724137931",27.2579843043995,1979,TRUE,88,27.2579843043995,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1992,"OtherSource",19,"0.556551724137931",5.88524661117717,1979,TRUE,19,5.88524661117717,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1993,"OtherSource",34,"0.556551724137931",10.5314939357907,1979,TRUE,34,10.5314939357907,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1994,"OtherSource",34,"0.556551724137931",10.5314939357907,1979,TRUE,34,10.5314939357907,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1995,"OtherSource",103,"0.556551724137931",31.9042316290131,1979,TRUE,103,31.9042316290131,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1996,"OtherSource",201,"0.556551724137931",62.2597141498216,1979,TRUE,201,62.2597141498216,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1997,"OtherSource",440,"0.556551724137931",136.289921521998,1979,TRUE,440,136.289921521998,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1998,"OtherSource",173,"0.556551724137931",53.5867191438763,1979,TRUE,173,53.5867191438763,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,1999,"OtherSource",73,"0.556551724137931",22.611736979786,1979,TRUE,73,22.611736979786,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2000,"OtherSource",186,"0.556551724137931",57.6134668252081,1979,TRUE,186,57.6134668252081,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2001,"OtherSource",150,"0.556551724137931",46.4624732461355,1979,TRUE,150,46.4624732461355,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2002,"OtherSource",76,"0.556551724137931",23.5409864447087,1979,TRUE,76,23.5409864447087,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2003,"OtherSource",115,"0.556551724137931",35.6212294887039,1979,TRUE,115,35.6212294887039,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2004,"OtherSource",60,"0.556551724137931",18.5849892984542,1979,TRUE,60,18.5849892984542,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2005,"OtherSource",45,"0.556551724137931",13.9387419738407,1979,TRUE,45,13.9387419738407,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2006,"OtherSource",46,"0.556551724137931",14.2484917954816,1979,TRUE,46,14.2484917954816,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2007,"OtherSource",112,"0.556551724137931",34.6919800237812,1979,TRUE,112,34.6919800237812,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2008,"OtherSource",31,"0.556551724137931",9.60224447086801,1979,TRUE,31,9.60224447086801,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2009,"OtherSource",65,"0.556551724137931",20.1337384066587,1979,TRUE,65,20.1337384066587,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2010,"OtherSource",317,"0.556551724137931",98.1906934601664,1979,TRUE,317,98.1906934601664,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2011,"OtherSource",266,"0.556551724137931",82.3934525564804,1979,TRUE,266,82.3934525564804,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2012,"OtherSource",319,"0.556551724137931",98.8101931034482,1979,TRUE,319,98.8101931034482,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2013,"OtherSource",366,"0.556551724137931",113.368434720571,1979,TRUE,366,113.368434720571,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2014,"OtherSource",284,"0.556551724137931",87.9689493460166,1979,TRUE,284,87.9689493460166,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2015,"OtherSource",192,"0.556551724137931",59.4719657550535,1979,TRUE,192,59.4719657550535,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2016,"OtherSource",245,"0.556551724137931",75.8887063020214,1979,TRUE,245,75.8887063020214,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2017,"OtherSource",161,"0.556551724137931",49.8697212841855,1979,TRUE,161,49.8697212841855,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2018,"OtherSource",103,"0.556551724137931",31.9042316290131,1979,TRUE,103,31.9042316290131,NA,NA
"Boundary Bay_FA_0.3","BB","DU1","CK-02","CAMPBELL RIVER",586,2019,"OtherSource",36,"0.556551724137931",11.1509935790725,1979,TRUE,36,11.1509935790725,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1986,"OtherSource",4469,"0.470606060606061",989.749717263546,1986,TRUE,4469,989.749717263546,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1987,"OtherSource",17271,"0.470606060606061",3825.0094801653,1986,TRUE,17271,3825.0094801653,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1988,"RELATIVE ABUNDANCE (TYPE-4)",14466,"0.470606060606061",3203.78594986226,1986,TRUE,14466,3203.78594986226,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1989,"OtherSource",3333,"0.470606060606061",738.159724242426,1986,TRUE,3333,738.159724242426,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1990,"OtherSource",1795,"0.470606060606061",397.538765381084,1986,TRUE,1795,397.538765381084,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1991,"OtherSource",9353,"0.470606060606061",2071.40951120294,1986,TRUE,9353,2071.40951120294,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1992,"OtherSource",38177,"0.470606060606061",8455.06264398532,1986,TRUE,38177,8455.06264398532,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1993,"OtherSource",20182,"0.470606060606061",4469.70883728192,1986,TRUE,20182,4469.70883728192,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1994,"OtherSource",8237,"0.470606060606061",1824.2489194674,1986,TRUE,8237,1824.2489194674,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1995,"OtherSource",31825,"0.470606060606061",7048.28479568413,1986,TRUE,31825,7048.28479568413,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1996,"OtherSource",24268,"0.470606060606061",5374.63551992655,1986,TRUE,24268,5374.63551992655,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1997,"OtherSource",82805,"0.470606060606061",18338.8286726355,1986,TRUE,82805,18338.8286726355,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1998,"OtherSource",81512,"0.470606060606061",18052.4678795225,1986,TRUE,81512,18052.4678795225,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,1999,"OtherSource",77251,"0.470606060606061",17108.783935629,1986,TRUE,77251,17108.783935629,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2000,"OtherSource",71401,"0.470606060606061",15813.184059596,1986,TRUE,71401,15813.184059596,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2001,"OtherSource",71734,"0.470606060606061",15886.9335910009,1986,TRUE,71734,15886.9335910009,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2002,"OtherSource",63476,"0.470606060606061",14058.0338001837,1986,TRUE,63476,14058.0338001837,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2003,"OtherSource",55126,"0.470606060606061",12208.7587634527,1986,TRUE,55126,12208.7587634527,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2004,"OtherSource",56828,"0.470606060606061",12585.7008128559,1986,TRUE,56828,12585.7008128559,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2005,"OtherSource",33900,"0.470606060606061",7507.83517906337,1986,TRUE,33900,7507.83517906337,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2006,"OtherSource",48392,"0.470606060606061",10717.3793505969,1986,TRUE,48392,10717.3793505969,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2007,"OtherSource",26196,"0.470606060606061",5801.62980385676,1986,TRUE,26196,5801.62980385676,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2008,"OtherSource",41797,"0.470606060606061",9256.78427667587,1986,TRUE,41797,9256.78427667587,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2009,"OtherSource",15188,"0.470606060606061",3363.68733627182,1986,TRUE,15188,3363.68733627182,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2010,"OtherSource",81141,"0.470606060606061",17970.302485675,1986,TRUE,81141,17970.302485675,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2011,"OtherSource",52574,"0.470606060606061",11643.5671594123,1986,TRUE,52574,11643.5671594123,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2012,"OtherSource",20286,"0.470606060606061",4492.74172396695,1986,TRUE,20286,4492.74172396695,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2013,"OtherSource",46456,"0.470606060606061",10288.6133061525,1986,TRUE,46456,10288.6133061525,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2014,"OtherSource",50630,"0.470606060606061",11213.0293544536,1986,TRUE,50630,11213.0293544536,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2015,"OtherSource",27140,"0.470606060606061",6010.69754453628,1986,TRUE,27140,6010.69754453628,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2016,"OtherSource",35202,"0.470606060606061",7796.18920275483,1986,TRUE,35202,7796.18920275483,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2017,"OtherSource",21008,"0.470606060606061",4652.6431103765,1986,TRUE,21008,4652.6431103765,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2018,"OtherSource",18992,"0.470606060606061",4206.15946078972,1986,TRUE,18992,4206.15946078972,NA,NA
"Fraser-Harrison fall transplant_FA_0.3","Chil_transp_FA","DU_TBD6","CK-9008","CHILLIWACK/VEDDER RIVER",696,2019,"OtherSource",72349,"0.470606060606061",16023.1376805326,1986,TRUE,72349,16023.1376805326,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,1996,"QualFiltered",NA,"1",NA,NA,TRUE,NA,NA,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,1998,"QualFiltered",NA,"1",NA,NA,TRUE,NA,NA,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,1999,"INFILL",3.55833686944835,"1",3.55833686944835,NA,TRUE,3.55833686944835,3.55833686944835,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2000,"RELATIVE ABUNDANCE (TYPE-4)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2001,"RELATIVE ABUNDANCE (TYPE-3)",5,"1",5,NA,TRUE,5,5,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2002,"RELATIVE ABUNDANCE (TYPE-3)",3,"1",3,NA,TRUE,3,3,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2003,"RELATIVE ABUNDANCE (TYPE-3)",2,"1",2,NA,TRUE,2,2,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2004,"RELATIVE ABUNDANCE (TYPE-3)",8,"1",8,NA,TRUE,8,8,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2005,"RELATIVE ABUNDANCE (TYPE-4)",3,"1",3,NA,TRUE,3,3,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2006,"RELATIVE ABUNDANCE (TYPE-3)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2007,"RELATIVE ABUNDANCE (TYPE-3)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2008,"RELATIVE ABUNDANCE (TYPE-4)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2009,"RELATIVE ABUNDANCE (TYPE-3)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2010,"RELATIVE ABUNDANCE (TYPE-3)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2011,"RELATIVE ABUNDANCE (TYPE-3)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2012,"RELATIVE ABUNDANCE (TYPE-3)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2013,"RELATIVE ABUNDANCE (TYPE-3)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2014,"RELATIVE ABUNDANCE (TYPE-3)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2015,"RELATIVE ABUNDANCE (TYPE-4)",2,"1",2,NA,TRUE,2,2,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2016,"INFILL",0.0745614035087719,"1",0.0745614035087719,NA,TRUE,0.0745614035087719,0.0745614035087719,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2017,"RELATIVE ABUNDANCE (TYPE-3)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2018,"RELATIVE ABUNDANCE (TYPE-4)",0,"1",0,NA,TRUE,0,0,NA,NA
"South Thompson-Bessette Creek_SU_1.2","STh-BESS","DU14","CK-16","CREIGHTON CREEK",812,2019,"RELATIVE ABUNDANCE (TYPE-4)",0,"1",0,NA,TRUE,0,0,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1995,"INFILL",75.3043368460472,"1",75.3043368460472,1995,TRUE,75.3043368460472,75.3043368460472,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1996,"INFILL",44.0592585792205,"1",44.0592585792205,1995,TRUE,44.0592585792205,44.0592585792205,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1997,"INFILL",48.7347965779975,"1",48.7347965779975,1995,TRUE,48.7347965779975,48.7347965779975,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1998,"RELATIVE ABUNDANCE (TYPE-4)",18,"1",18,1995,TRUE,18,18,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,1999,"INFILL",28.2091568476539,"1",28.2091568476539,1995,TRUE,28.2091568476539,28.2091568476539,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2000,"RELATIVE ABUNDANCE (TYPE-4)",15,"1",15,1995,TRUE,15,15,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2001,"RELATIVE ABUNDANCE (TYPE-4)",74,"1",74,1995,TRUE,74,74,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2002,"RELATIVE ABUNDANCE (TYPE-4)",126,"1",126,1995,TRUE,126,126,NA,NA
"Upper Fraser River_SP_1.3","UFR-spring","DU11","CK-12","HOLLIDAY CREEK",1207,2003,"RELATIVE ABUNDANCE (TYPE-4)",48,"1",48,1995,TRUE,48,48,NA,NA
