,CU_Name,NME,Year,Props,SiteEsc,Area,Rabcode,CUEsc,Escape,CU
27,1 - Southern Coastal Streams,ALLARDYCE CREEK,1979,0.004163558,22.86648158,12,90-6400-100,5492.053107,22.86648158,SCS
28,1 - Southern Coastal Streams,ALLARDYCE CREEK,1980,0.004163558,27.49883223,12,90-6400-100,6604.64735,27.49883223,SCS
29,1 - Southern Coastal Streams,ALLARDYCE CREEK,1981,0.004163558,64.24724007,12,90-6400-100,15430.85031,64.24724007,SCS
30,1 - Southern Coastal Streams,ALLARDYCE CREEK,1982,0.004163558,78.01190278,12,90-6400-100,18736.8359,78.01190278,SCS
31,1 - Southern Coastal Streams,ALLARDYCE CREEK,1983,0.004163558,42.35994768,12,90-6400-100,10173.97808,42.35994768,SCS
32,1 - Southern Coastal Streams,ALLARDYCE CREEK,1984,0.004163558,62.23930738,12,90-6400-100,14948.58666,62.23930738,SCS
33,1 - Southern Coastal Streams,ALLARDYCE CREEK,1985,0.004163558,53.67606855,12,90-6400-100,12891.87486,53.67606855,SCS
34,1 - Southern Coastal Streams,ALLARDYCE CREEK,1986,0.004163558,12.85926988,12,90-6400-100,3088.529071,12.85926988,SCS
35,1 - Southern Coastal Streams,ALLARDYCE CREEK,1987,0.004163558,17.12412908,12,90-6400-100,4112.859515,17.12412908,SCS
36,1 - Southern Coastal Streams,ALLARDYCE CREEK,1988,0.004163558,70.07804694,12,90-6400-100,16831.2888,70.07804694,SCS
37,1 - Southern Coastal Streams,ALLARDYCE CREEK,1989,0.004163558,13.54597185,12,90-6400-100,3253.460597,13.54597185,SCS
38,1 - Southern Coastal Streams,ALLARDYCE CREEK,1990,0.004163558,5.508972472,12,90-6400-100,1323.140566,5.508972472,SCS
39,1 - Southern Coastal Streams,ALLARDYCE CREEK,1991,0.004163558,15.61619217,12,90-6400-100,3750.684443,15.61619217,SCS
40,1 - Southern Coastal Streams,ALLARDYCE CREEK,1992,0.004163558,5.036295425,12,90-6400-100,1209.613374,5.036295425,SCS
41,1 - Southern Coastal Streams,ALLARDYCE CREEK,1993,0.004163558,16.03689067,12,90-6400-100,3851.727469,16.03689067,SCS
42,1 - Southern Coastal Streams,ALLARDYCE CREEK,1994,0.004163558,29.36162927,12,90-6400-100,7052.052442,29.36162927,SCS
43,1 - Southern Coastal Streams,ALLARDYCE CREEK,1995,0.004163558,10.88796246,12,90-6400-100,2615.062043,10.88796246,SCS
44,1 - Southern Coastal Streams,ALLARDYCE CREEK,1996,0.004163558,28.37432821,12,90-6400-100,6814.92327,28.37432821,SCS
45,1 - Southern Coastal Streams,ALLARDYCE CREEK,1997,0.004163558,1.157276454,12,90-6400-100,277.9537256,1.157276454,SCS
46,1 - Southern Coastal Streams,ALLARDYCE CREEK,1998,0.004163558,24.89700106,12,90-6400-100,5979.741639,24.89700106,SCS
47,1 - Southern Coastal Streams,ALLARDYCE CREEK,1999,0.004163558,0.988109169,12,90-6400-100,237.3232635,0.988109169,SCS
48,1 - Southern Coastal Streams,ALLARDYCE CREEK,2000,0.004163558,5.930052025,12,90-6400-100,1424.275113,5.930052025,SCS
49,1 - Southern Coastal Streams,ALLARDYCE CREEK,2001,0.004163558,7.072473065,12,90-6400-100,1698.660878,7.072473065,SCS
50,1 - Southern Coastal Streams,ALLARDYCE CREEK,2002,0.004163558,7.748053231,12,90-6400-100,1860.921177,7.748053231,SCS
51,1 - Southern Coastal Streams,ALLARDYCE CREEK,2003,0.004163558,2.605840297,12,90-6400-100,625.8686213,2.605840297,SCS
52,1 - Southern Coastal Streams,ALLARDYCE CREEK,2004,0.004163558,11.21561294,12,90-6400-100,2693.756871,11.21561294,SCS
53,1 - Southern Coastal Streams,ALLARDYCE CREEK,2005,0.004163558,5.594950129,12,90-6400-100,1343.79061,5.594950129,SCS
54,1 - Southern Coastal Streams,ALLARDYCE CREEK,2006,0.004163558,20.89278239,12,90-6400-100,5018.011626,20.89278239,SCS
55,1 - Southern Coastal Streams,ALLARDYCE CREEK,2007,0.004163558,0.620051743,12,90-6400-100,148.9235275,0.620051743,SCS
56,1 - Southern Coastal Streams,ALLARDYCE CREEK,2008,0.004163558,1.513091913,12,90-6400-100,363.4131954,1.513091913,SCS
57,1 - Southern Coastal Streams,ALLARDYCE CREEK,2009,0.004163558,3.785436334,12,90-6400-100,909.1830463,3.785436334,SCS
58,1 - Southern Coastal Streams,ALLARDYCE CREEK,2010,0.004163558,2.46089573,12,90-6400-100,591.055952,2.46089573,SCS
59,1 - Southern Coastal Streams,ALLARDYCE CREEK,2011,0.004163558,19.50519761,12,90-6400-100,4684.742634,19.50519761,SCS
60,1 - Southern Coastal Streams,ALLARDYCE CREEK,2012,0.004163558,5.280243531,12,90-6400-100,1268.204633,5.280243531,SCS
61,1 - Southern Coastal Streams,ALLARDYCE CREEK,2013,0.004163558,20.38143126,12,90-6400-100,4895.195725,20.38143126,SCS
62,1 - Southern Coastal Streams,ALLARDYCE CREEK,2014,0.004163558,7.053359494,12,90-6400-100,1694.070196,7.053359494,SCS
63,1 - Southern Coastal Streams,ALLARDYCE CREEK,2015,0.004163558,19.36025572,12,90-6400-100,4649.930606,19.36025572,SCS
64,1 - Southern Coastal Streams,ALLARDYCE CREEK,2016,0.004163558,20.68417744,12,90-6400-100,4967.909057,20.68417744,SCS
65,1 - Southern Coastal Streams,ALLARDYCE CREEK,2017,0.004163558,4.730687783,12,90-6400-100,1136.212777,4.730687783,SCS
66,1 - Southern Coastal Streams,ALLARDYCE CREEK,2018,0.004163558,7.292314294,12,90-6400-100,1751.462167,7.292314294,SCS
67,1 - Southern Coastal Streams,CHARLES CREEK,1953,0.024192421,400,12,90-6600,28327.8388,400,SCS
68,1 - Southern Coastal Streams,CHARLES CREEK,1954,0.024192421,750,12,90-6600,49645.64915,750,SCS
69,1 - Southern Coastal Streams,CHARLES CREEK,1955,0.024192421,400,12,90-6600,23599.7914,400,SCS
70,1 - Southern Coastal Streams,CHARLES CREEK,1956,0.024192421,400,12,90-6600,28481.83666,400,SCS
71,1 - Southern Coastal Streams,CHARLES CREEK,1957,0.024192421,751.3027251,12,90-6600,31055.29323,751.3027251,SCS
72,1 - Southern Coastal Streams,CHARLES CREEK,1958,0.024192421,400,12,90-6600,50017.27295,400,SCS
73,1 - Southern Coastal Streams,CHARLES CREEK,1959,0.024192421,400,12,90-6600,8703.839843,400,SCS
74,1 - Southern Coastal Streams,CHARLES CREEK,1960,0.024192421,233.3115358,12,90-6600,9643.992917,233.3115358,SCS
75,1 - Southern Coastal Streams,CHARLES CREEK,1961,0.024192421,362.1550977,12,90-6600,14969.775,362.1550977,SCS
76,1 - Southern Coastal Streams,CHARLES CREEK,1962,0.024192421,236.5635915,12,90-6600,9778.417481,236.5635915,SCS
77,1 - Southern Coastal Streams,CHARLES CREEK,1963,0.024192421,366.8201103,12,90-6600,15162.60451,366.8201103,SCS
78,1 - Southern Coastal Streams,CHARLES CREEK,1964,0.024192421,176.5399936,12,90-6600,7297.326478,176.5399936,SCS
79,1 - Southern Coastal Streams,CHARLES CREEK,1965,0.024192421,49.92566502,12,90-6600,2063.690328,49.92566502,SCS
80,1 - Southern Coastal Streams,CHARLES CREEK,1966,0.024192421,388.1145267,12,90-6600,16042.81474,388.1145267,SCS
81,1 - Southern Coastal Streams,CHARLES CREEK,1967,0.024192421,440.3867801,12,90-6600,18203.50191,440.3867801,SCS
82,1 - Southern Coastal Streams,CHARLES CREEK,1968,0.024192421,259.2867041,12,90-6600,10717.68324,259.2867041,SCS
83,1 - Southern Coastal Streams,CHARLES CREEK,1969,0.024192421,390.4992178,12,90-6600,16141.38657,390.4992178,SCS
84,1 - Southern Coastal Streams,CHARLES CREEK,1970,0.024192421,476.0150217,12,90-6600,19676.20453,476.0150217,SCS
85,1 - Southern Coastal Streams,CHARLES CREEK,1971,0.024192421,246.6385588,12,90-6600,10194.86887,246.6385588,SCS
86,1 - Southern Coastal Streams,CHARLES CREEK,1972,0.024192421,451.2959242,12,90-6600,18654.43421,451.2959242,SCS
87,1 - Southern Coastal Streams,CHARLES CREEK,1973,0.024192421,1144.924272,12,90-6600,47325.7421,1144.924272,SCS
88,1 - Southern Coastal Streams,CHARLES CREEK,1974,0.024192421,630.8523728,12,90-6600,26076.44664,630.8523728,SCS
89,1 - Southern Coastal Streams,CHARLES CREEK,1975,0.024192421,344.9381342,12,90-6600,14258.10735,344.9381342,SCS
90,1 - Southern Coastal Streams,CHARLES CREEK,1976,0.024192421,481.6997157,12,90-6600,19911.18283,481.6997157,SCS
91,1 - Southern Coastal Streams,CHARLES CREEK,1977,0.024192421,1167.176883,12,90-6600,48245.55954,1167.176883,SCS
92,1 - Southern Coastal Streams,CHARLES CREEK,1978,0.024192421,998.2676809,12,90-6600,41263.65381,998.2676809,SCS
93,1 - Southern Coastal Streams,CHARLES CREEK,1979,0.024192421,132.8660604,12,90-6600,5492.053107,132.8660604,SCS
94,1 - Southern Coastal Streams,CHARLES CREEK,1980,0.024192421,159.7824086,12,90-6600,6604.64735,159.7824086,SCS
95,1 - Southern Coastal Streams,CHARLES CREEK,1981,0.024192421,373.3096256,12,90-6600,15430.85031,373.3096256,SCS
96,1 - Southern Coastal Streams,CHARLES CREEK,1982,0.024192421,453.2894205,12,90-6600,18736.8359,453.2894205,SCS
97,1 - Southern Coastal Streams,CHARLES CREEK,1983,0.024192421,246.1331599,12,90-6600,10173.97808,246.1331599,SCS
98,1 - Southern Coastal Streams,CHARLES CREEK,1984,0.024192421,361.6425004,12,90-6600,14948.58666,361.6425004,SCS
99,1 - Southern Coastal Streams,CHARLES CREEK,1985,0.024192421,311.8856629,12,90-6600,12891.87486,311.8856629,SCS
100,1 - Southern Coastal Streams,CHARLES CREEK,1986,0.024192421,74.71899525,12,90-6600,3088.529071,74.71899525,SCS
101,1 - Southern Coastal Streams,CHARLES CREEK,1987,0.024192421,15,12,90-6600,4112.859515,15,SCS
102,1 - Southern Coastal Streams,CHARLES CREEK,1988,0.024192421,407.1896231,12,90-6600,16831.2888,407.1896231,SCS
103,1 - Southern Coastal Streams,CHARLES CREEK,1989,0.024192421,78.70908814,12,90-6600,3253.460597,78.70908814,SCS
104,1 - Southern Coastal Streams,CHARLES CREEK,1990,0.024192421,32.00997349,12,90-6600,1323.140566,32.00997349,SCS
105,1 - Southern Coastal Streams,CHARLES CREEK,1991,0.024192421,90.73813672,12,90-6600,3750.684443,90.73813672,SCS
106,1 - Southern Coastal Streams,CHARLES CREEK,1992,0.024192421,29.26347587,12,90-6600,1209.613374,29.26347587,SCS
107,1 - Southern Coastal Streams,CHARLES CREEK,1993,0.024192421,93.18261213,12,90-6600,3851.727469,93.18261213,SCS
108,1 - Southern Coastal Streams,CHARLES CREEK,1994,0.024192421,170.6062209,12,90-6600,7052.052442,170.6062209,SCS
109,1 - Southern Coastal Streams,CHARLES CREEK,1995,0.024192421,63.26468164,12,90-6600,2615.062043,63.26468164,SCS
110,1 - Southern Coastal Streams,CHARLES CREEK,1996,0.024192421,25,12,90-6600,6814.92327,25,SCS
111,1 - Southern Coastal Streams,CHARLES CREEK,1997,0.024192421,6.724373522,12,90-6600,277.9537256,6.724373522,SCS
112,1 - Southern Coastal Streams,CHARLES CREEK,1998,0.024192421,10,12,90-6600,5979.741639,10,SCS
113,1 - Southern Coastal Streams,CHARLES CREEK,1999,0.024192421,5.741424281,12,90-6600,237.3232635,5.741424281,SCS
114,1 - Southern Coastal Streams,CHARLES CREEK,2000,0.024192421,34.45666303,12,90-6600,1424.275113,34.45666303,SCS
115,1 - Southern Coastal Streams,CHARLES CREEK,2001,0.024192421,41.09471893,12,90-6600,1698.660878,41.09471893,SCS
116,1 - Southern Coastal Streams,CHARLES CREEK,2002,0.024192421,45.02018839,12,90-6600,1860.921177,45.02018839,SCS
117,1 - Southern Coastal Streams,CHARLES CREEK,2003,0.024192421,15.14127712,12,90-6600,625.8686213,15.14127712,SCS
118,1 - Southern Coastal Streams,CHARLES CREEK,2004,0.024192421,65.16850003,12,90-6600,2693.756871,65.16850003,SCS
119,1 - Southern Coastal Streams,CHARLES CREEK,2005,0.024192421,32.50954805,12,90-6600,1343.79061,32.50954805,SCS
120,1 - Southern Coastal Streams,CHARLES CREEK,2006,0.024192421,121.3978493,12,90-6600,5018.011626,121.3978493,SCS
121,1 - Southern Coastal Streams,CHARLES CREEK,2007,0.024192421,3.602820661,12,90-6600,148.9235275,3.602820661,SCS
122,1 - Southern Coastal Streams,CHARLES CREEK,2008,0.024192421,8.791844986,12,90-6600,363.4131954,8.791844986,SCS
123,1 - Southern Coastal Streams,CHARLES CREEK,2009,0.024192421,21.99533893,12,90-6600,909.1830463,21.99533893,SCS
124,1 - Southern Coastal Streams,CHARLES CREEK,2010,0.024192421,14.29907437,12,90-6600,591.055952,14.29907437,SCS
125,1 - Southern Coastal Streams,CHARLES CREEK,2011,0.024192421,113.3352656,12,90-6600,4684.742634,113.3352656,SCS
126,1 - Southern Coastal Streams,CHARLES CREEK,2012,0.024192421,30.68094028,12,90-6600,1268.204633,30.68094028,SCS
127,1 - Southern Coastal Streams,CHARLES CREEK,2013,0.024192421,118.4266354,12,90-6600,4895.195725,118.4266354,SCS
128,1 - Southern Coastal Streams,CHARLES CREEK,2014,0.024192421,40.98365921,12,90-6600,1694.070196,40.98365921,SCS
129,1 - Southern Coastal Streams,CHARLES CREEK,2015,0.024192421,112.4930784,12,90-6600,4649.930606,112.4930784,SCS
130,1 - Southern Coastal Streams,CHARLES CREEK,2016,0.024192421,120.1857469,12,90-6600,4967.909057,120.1857469,SCS
131,1 - Southern Coastal Streams,CHARLES CREEK,2017,0.024192421,27.48773774,12,90-6600,1136.212777,27.48773774,SCS
132,1 - Southern Coastal Streams,CHARLES CREEK,2018,0.024192421,42.37210994,12,90-6600,1751.462167,42.37210994,SCS
133,1 - Southern Coastal Streams,EMBLEY CREEK,1953,0.009294128,3500,12,90-7200,28327.8388,3500,SCS
134,1 - Southern Coastal Streams,EMBLEY CREEK,1954,0.009294128,1500,12,90-7200,49645.64915,1500,SCS
135,1 - Southern Coastal Streams,EMBLEY CREEK,1955,0.009294128,1500,12,90-7200,23599.7914,1500,SCS
136,1 - Southern Coastal Streams,EMBLEY CREEK,1956,0.009294128,264.7138459,12,90-7200,28481.83666,264.7138459,SCS
137,1 - Southern Coastal Streams,EMBLEY CREEK,1957,0.009294128,288.6318816,12,90-7200,31055.29323,288.6318816,SCS
138,1 - Southern Coastal Streams,EMBLEY CREEK,1958,0.009294128,464.8669552,12,90-7200,50017.27295,464.8669552,SCS
139,1 - Southern Coastal Streams,EMBLEY CREEK,1959,0.009294128,80.89460474,12,90-7200,8703.839843,80.89460474,SCS
140,1 - Southern Coastal Streams,EMBLEY CREEK,1960,0.009294128,89.6325081,12,90-7200,9643.992917,89.6325081,SCS
141,1 - Southern Coastal Streams,EMBLEY CREEK,1961,0.009294128,139.1310104,12,90-7200,14969.775,139.1310104,SCS
142,1 - Southern Coastal Streams,EMBLEY CREEK,1962,0.009294128,90.88186725,12,90-7200,9778.417481,90.88186725,SCS
143,1 - Southern Coastal Streams,EMBLEY CREEK,1963,0.009294128,140.9231926,12,90-7200,15162.60451,140.9231926,SCS
144,1 - Southern Coastal Streams,EMBLEY CREEK,1964,0.009294128,67.82228899,12,90-7200,7297.326478,67.82228899,SCS
145,1 - Southern Coastal Streams,EMBLEY CREEK,1965,0.009294128,19.18020281,12,90-7200,2063.690328,19.18020281,SCS
146,1 - Southern Coastal Streams,EMBLEY CREEK,1966,0.009294128,149.1039795,12,90-7200,16042.81474,149.1039795,SCS
147,1 - Southern Coastal Streams,EMBLEY CREEK,1967,0.009294128,169.1856834,12,90-7200,18203.50191,169.1856834,SCS
148,1 - Southern Coastal Streams,EMBLEY CREEK,1968,0.009294128,99.6115238,12,90-7200,10717.68324,99.6115238,SCS
149,1 - Southern Coastal Streams,EMBLEY CREEK,1969,0.009294128,150.0201187,12,90-7200,16141.38657,150.0201187,SCS
150,1 - Southern Coastal Streams,EMBLEY CREEK,1970,0.009294128,182.8731706,12,90-7200,19676.20453,182.8731706,SCS
151,1 - Southern Coastal Streams,EMBLEY CREEK,1971,0.009294128,94.75241993,12,90-7200,10194.86887,94.75241993,SCS
152,1 - Southern Coastal Streams,EMBLEY CREEK,1972,0.009294128,173.3767061,12,90-7200,18654.43421,173.3767061,SCS
153,1 - Southern Coastal Streams,EMBLEY CREEK,1973,0.009294128,439.8515219,12,90-7200,47325.7421,439.8515219,SCS
154,1 - Southern Coastal Streams,EMBLEY CREEK,1974,0.009294128,242.3578423,12,90-7200,26076.44664,242.3578423,SCS
155,1 - Southern Coastal Streams,EMBLEY CREEK,1975,0.009294128,132.5166799,12,90-7200,14258.10735,132.5166799,SCS
156,1 - Southern Coastal Streams,EMBLEY CREEK,1976,0.009294128,185.0570891,12,90-7200,19911.18283,185.0570891,SCS
157,1 - Southern Coastal Streams,EMBLEY CREEK,1977,0.009294128,448.4004233,12,90-7200,48245.55954,448.4004233,SCS
158,1 - Southern Coastal Streams,EMBLEY CREEK,1978,0.009294128,383.5096952,12,90-7200,41263.65381,383.5096952,SCS
159,1 - Southern Coastal Streams,EMBLEY CREEK,1979,0.009294128,51.04384655,12,90-7200,5492.053107,51.04384655,SCS
160,1 - Southern Coastal Streams,EMBLEY CREEK,1980,0.009294128,61.38444026,12,90-7200,6604.64735,61.38444026,SCS
161,1 - Southern Coastal Streams,EMBLEY CREEK,1981,0.009294128,143.4163035,12,90-7200,15430.85031,143.4163035,SCS
162,1 - Southern Coastal Streams,EMBLEY CREEK,1982,0.009294128,174.142558,12,90-7200,18736.8359,174.142558,SCS
163,1 - Southern Coastal Streams,EMBLEY CREEK,1983,0.009294128,94.5582582,12,90-7200,10173.97808,94.5582582,SCS
164,1 - Southern Coastal Streams,EMBLEY CREEK,1984,0.009294128,138.9340832,12,90-7200,14948.58666,138.9340832,SCS
165,1 - Southern Coastal Streams,EMBLEY CREEK,1985,0.009294128,3,12,90-7200,12891.87486,3,SCS
166,1 - Southern Coastal Streams,EMBLEY CREEK,1986,0.009294128,1,12,90-7200,3088.529071,1,SCS
167,1 - Southern Coastal Streams,EMBLEY CREEK,1987,0.009294128,6,12,90-7200,4112.859515,6,SCS
168,1 - Southern Coastal Streams,EMBLEY CREEK,1988,0.009294128,500,12,90-7200,16831.2888,500,SCS
169,1 - Southern Coastal Streams,EMBLEY CREEK,1989,0.009294128,30.23808041,12,90-7200,3253.460597,30.23808041,SCS
170,1 - Southern Coastal Streams,EMBLEY CREEK,1990,0.009294128,12.29743826,12,90-7200,1323.140566,12.29743826,SCS
171,1 - Southern Coastal Streams,EMBLEY CREEK,1991,0.009294128,34.85934266,12,90-7200,3750.684443,34.85934266,SCS
172,1 - Southern Coastal Streams,EMBLEY CREEK,1992,0.009294128,11.24230197,12,90-7200,1209.613374,11.24230197,SCS
173,1 - Southern Coastal Streams,EMBLEY CREEK,1993,0.009294128,35.79844952,12,90-7200,3851.727469,35.79844952,SCS
174,1 - Southern Coastal Streams,EMBLEY CREEK,1994,0.009294128,65.54268062,12,90-7200,7052.052442,65.54268062,SCS
175,1 - Southern Coastal Streams,EMBLEY CREEK,1995,0.009294128,24.30472231,12,90-7200,2615.062043,24.30472231,SCS
176,1 - Southern Coastal Streams,EMBLEY CREEK,1996,0.009294128,63.33877165,12,90-7200,6814.92327,63.33877165,SCS
177,1 - Southern Coastal Streams,EMBLEY CREEK,1997,0.009294128,2.583337605,12,90-7200,277.9537256,2.583337605,SCS
178,1 - Southern Coastal Streams,EMBLEY CREEK,1998,0.009294128,55.57648637,12,90-7200,5979.741639,55.57648637,SCS
179,1 - Southern Coastal Streams,EMBLEY CREEK,1999,0.009294128,2.205712875,12,90-7200,237.3232635,2.205712875,SCS
180,1 - Southern Coastal Streams,EMBLEY CREEK,2000,0.009294128,13.23739573,12,90-7200,1424.275113,13.23739573,SCS
181,1 - Southern Coastal Streams,EMBLEY CREEK,2001,0.009294128,15.78757224,12,90-7200,1698.660878,15.78757224,SCS
182,1 - Southern Coastal Streams,EMBLEY CREEK,2002,0.009294128,17.29564029,12,90-7200,1860.921177,17.29564029,SCS
183,1 - Southern Coastal Streams,EMBLEY CREEK,2003,0.009294128,5.816903304,12,90-7200,625.8686213,5.816903304,SCS
184,1 - Southern Coastal Streams,EMBLEY CREEK,2004,0.009294128,25.03612214,12,90-7200,2693.756871,25.03612214,SCS
185,1 - Southern Coastal Streams,EMBLEY CREEK,2005,0.009294128,12.48936242,12,90-7200,1343.79061,12.48936242,SCS
186,1 - Southern Coastal Streams,EMBLEY CREEK,2006,0.009294128,46.63804418,12,90-7200,5018.011626,46.63804418,SCS
187,1 - Southern Coastal Streams,EMBLEY CREEK,2007,0.009294128,5,12,90-7200,148.9235275,5,SCS
188,1 - Southern Coastal Streams,EMBLEY CREEK,2008,0.009294128,3.377608887,12,90-7200,363.4131954,3.377608887,SCS
189,1 - Southern Coastal Streams,EMBLEY CREEK,2009,0.009294128,8.450063937,12,90-7200,909.1830463,8.450063937,SCS
190,1 - Southern Coastal Streams,EMBLEY CREEK,2010,0.009294128,80,12,90-7200,591.055952,80,SCS
191,1 - Southern Coastal Streams,EMBLEY CREEK,2011,0.009294128,43.54059939,12,90-7200,4684.742634,43.54059939,SCS
192,1 - Southern Coastal Streams,EMBLEY CREEK,2012,0.009294128,30,12,90-7200,1268.204633,30,SCS
193,1 - Southern Coastal Streams,EMBLEY CREEK,2013,0.009294128,80,12,90-7200,4895.195725,80,SCS
194,1 - Southern Coastal Streams,EMBLEY CREEK,2014,0.009294128,31,12,90-7200,1694.070196,31,SCS
195,1 - Southern Coastal Streams,EMBLEY CREEK,2015,0.009294128,149,12,90-7200,4649.930606,149,SCS
196,1 - Southern Coastal Streams,EMBLEY CREEK,2016,0.009294128,32,12,90-7200,4967.909057,32,SCS
197,1 - Southern Coastal Streams,EMBLEY CREEK,2017,0.009294128,40,12,90-7200,1136.212777,40,SCS
198,1 - Southern Coastal Streams,EMBLEY CREEK,2018,0.009294128,22,12,90-7200,1751.462167,22,SCS
199,1 - Southern Coastal Streams,HAUSKIN CREEK,1953,0.026062748,738.3013136,12,90-7480,28327.8388,738.3013136,SCS
200,1 - Southern Coastal Streams,HAUSKIN CREEK,1954,0.026062748,1293.902025,12,90-7480,49645.64915,1293.902025,SCS
201,1 - Southern Coastal Streams,HAUSKIN CREEK,1955,0.026062748,615.0754074,12,90-7480,23599.7914,615.0754074,SCS
202,1 - Southern Coastal Streams,HAUSKIN CREEK,1956,0.026062748,742.314921,12,90-7480,28481.83666,742.314921,SCS
203,1 - Southern Coastal Streams,HAUSKIN CREEK,1957,0.026062748,809.3862702,12,90-7480,31055.29323,809.3862702,SCS
204,1 - Southern Coastal Streams,HAUSKIN CREEK,1958,0.026062748,1303.587562,12,90-7480,50017.27295,1303.587562,SCS
205,1 - Southern Coastal Streams,HAUSKIN CREEK,1959,0.026062748,226.8459813,12,90-7480,8703.839843,226.8459813,SCS
206,1 - Southern Coastal Streams,HAUSKIN CREEK,1960,0.026062748,251.3489536,12,90-7480,9643.992917,251.3489536,SCS
207,1 - Southern Coastal Streams,HAUSKIN CREEK,1961,0.026062748,390.153468,12,90-7480,14969.775,390.153468,SCS
208,1 - Southern Coastal Streams,HAUSKIN CREEK,1962,0.026062748,254.8524271,12,90-7480,9778.417481,254.8524271,SCS
209,1 - Southern Coastal Streams,HAUSKIN CREEK,1963,0.026062748,395.1791348,12,90-7480,15162.60451,395.1791348,SCS
210,1 - Southern Coastal Streams,HAUSKIN CREEK,1964,0.026062748,190.1883784,12,90-7480,7297.326478,190.1883784,SCS
211,1 - Southern Coastal Streams,HAUSKIN CREEK,1965,0.026062748,53.78544021,12,90-7480,2063.690328,53.78544021,SCS
212,1 - Southern Coastal Streams,HAUSKIN CREEK,1966,0.026062748,200,12,90-7480,16042.81474,200,SCS
213,1 - Southern Coastal Streams,HAUSKIN CREEK,1967,0.026062748,474.4332764,12,90-7480,18203.50191,474.4332764,SCS
214,1 - Southern Coastal Streams,HAUSKIN CREEK,1968,0.026062748,279.3322736,12,90-7480,10717.68324,279.3322736,SCS
